Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2808,178,24,295,53,631,223,245,141,600,Rawah,7746
3038,38,10,85,16,2032,220,217,131,1426,Rawah,7745
2287,338,27,108,53,319,152,191,172,1040,Cache,4703
2536,301,24,60,27,759,145,221,213,999,Commanche,7700
2765,311,21,60,12,1464,157,220,200,1802,Commanche,4758
3037,135,10,30,0,1283,236,236,130,2509,Rawah,7745
3353,0,7,492,22,780,210,228,155,2191,Commanche,7756
3307,109,30,324,74,2029,254,191,42,1434,Rawah,8772
3261,76,9,331,6,902,231,224,126,1784,Rawah,7202
3126,166,11,541,85,819,229,244,145,1813,Commanche,7757
2939,59,22,285,136,295,230,187,78,1544,Rawah,7745
3188,81,10,335,13,4264,233,223,121,2892,Rawah,7202
2854,98,2,484,53,3589,222,236,151,6143,Rawah,4744
3217,151,8,124,-18,2442,231,240,141,3882,Neota,7202
3164,30,13,319,73,1321,216,212,130,309,Commanche,7700
2798,290,20,42,8,872,159,233,212,1734,Commanche,4758
2840,141,20,190,39,3369,245,230,104,6505,Rawah,7746
3202,52,16,510,59,495,227,204,106,1651,Rawah,7201
2890,82,15,150,35,3691,239,213,100,5742,Rawah,7746
2926,301,23,60,15,2058,150,223,210,2897,Commanche,7101
2973,225,29,134,13,1320,167,252,207,2708,Commanche,7757
3103,51,17,240,15,4536,226,202,104,2573,Rawah,7745
3161,352,23,108,23,4173,173,193,153,1566,Rawah,8771
3195,78,7,216,20,3474,229,228,132,4537,Rawah,7745
3286,88,12,228,53,2095,238,220,110,1273,Rawah,7745
3054,63,2,480,82,2505,221,234,150,2233,Commanche,7756
3243,160,15,153,19,3212,234,242,135,2100,Rawah,7745
2617,40,12,270,8,932,221,213,125,5572,Rawah,7745
3021,61,19,268,62,4403,232,197,90,2382,Rawah,7745
3101,308,13,150,-15,3847,184,232,188,1885,Rawah,7202
2682,26,10,319,55,1383,215,218,138,1434,Rawah,7745
3014,109,16,85,21,5020,246,220,98,3371,Rawah,7745
3344,270,6,240,39,3540,204,242,177,2053,Commanche,7756
2959,307,23,630,313,1477,152,220,205,1879,Commanche,7757
2877,86,11,420,180,876,236,222,117,953,Commanche,4758
3194,45,8,42,-4,5072,223,222,134,722,Rawah,7201
3162,111,31,242,85,3840,254,190,39,2356,Rawah,8772
2004,281,14,285,82,450,182,241,198,836,Cache,2702
3457,317,8,693,62,2521,199,233,174,1500,Commanche,8771
2657,77,3,0,0,42,224,233,145,984,Commanche,6102
2683,277,4,0,0,1833,209,240,169,1092,Commanche,7202
3052,27,19,360,193,618,208,194,116,2940,Commanche,7700
2682,355,15,30,11,2335,195,213,154,2421,Rawah,7745
2840,59,18,190,37,3362,231,198,93,5145,Rawah,7745
2948,232,8,95,17,4019,207,248,178,595,Rawah,7745
3019,3,27,256,45,2185,174,178,133,3026,Commanche,7755
2561,70,12,376,-21,466,233,217,114,1060,Rawah,4744
2997,161,22,270,76,1374,236,239,121,900,Rawah,7745
3259,223,24,42,0,2143,183,254,199,3813,Neota,7201
3209,85,6,323,-11,4173,228,230,136,1173,Rawah,8771
3145,126,8,180,17,5057,235,234,131,2687,Rawah,7745
2492,21,13,0,0,870,211,212,135,5032,Rawah,6101
2619,185,13,0,0,1952,222,249,158,993,Commanche,6102
3020,0,0,0,0,4198,218,238,156,1064,Rawah,7101
3006,328,13,350,87,2877,188,224,175,1419,Commanche,7756
3150,17,6,30,0,4938,215,228,150,2704,Rawah,7202
3318,83,4,190,-1,3799,225,233,143,2550,Rawah,8776
3161,11,15,134,29,591,202,208,140,1987,Neota,7201
3283,159,7,309,15,1203,228,242,146,2001,Rawah,8771
2858,324,16,85,8,2931,177,221,182,2754,Rawah,7745
3105,268,9,0,0,2148,197,244,185,997,Commanche,7202
3062,235,18,371,27,2903,188,253,199,1648,Commanche,7202
3383,110,38,120,-8,3798,252,169,7,2672,Rawah,8776
3013,86,9,524,53,1273,234,225,122,2388,Rawah,7745
2682,22,9,297,46,953,214,220,141,2924,Rawah,4744
3195,0,9,30,0,4126,207,223,154,3360,Rawah,7745
2436,143,22,150,76,339,245,229,100,1176,Cache,2705
2383,304,18,85,12,361,169,228,199,845,Cache,4703
2972,104,10,30,-3,1500,238,227,119,1989,Rawah,7202
3156,40,17,577,125,1620,219,200,111,3424,Commanche,7757
2951,102,8,451,104,1532,234,230,128,2293,Commanche,7756
3121,32,9,342,40,1426,218,220,137,2789,Commanche,7202
2879,190,11,295,48,2821,220,248,161,2334,Rawah,4744
3043,8,8,95,14,1020,211,223,150,1433,Neota,7202
2245,332,29,67,37,350,140,190,181,1231,Cache,4703
2900,307,14,30,6,864,181,231,190,2072,Rawah,7202
2979,112,26,134,35,1080,254,202,59,481,Commanche,7757
3471,287,10,170,25,5291,193,240,187,4111,Commanche,8771
2807,99,10,566,77,2966,237,226,119,1706,Commanche,4703
2071,326,27,42,16,424,144,198,189,691,Cache,4703
3154,294,21,376,58,1600,155,229,212,2503,Commanche,7757
2883,329,14,0,0,2701,186,223,176,1260,Commanche,7757
3263,48,11,391,84,4158,224,215,123,2896,Rawah,7745
3350,105,18,150,31,2259,248,215,89,977,Commanche,8772
2324,14,12,192,54,467,209,216,143,577,Cache,4703
3136,56,7,67,0,3062,225,226,135,5209,Rawah,7745
2970,78,12,201,10,2131,236,217,111,892,Commanche,7755
3210,288,21,180,56,4542,157,233,214,3355,Rawah,7745
2997,248,10,0,0,2040,198,248,187,1365,Commanche,7103
3158,26,6,30,1,4079,217,227,146,350,Commanche,7202
3156,25,10,350,48,1857,215,219,140,3398,Commanche,7755
3254,47,11,391,100,4782,224,215,124,3382,Rawah,7745
3031,83,6,216,13,6449,229,230,135,3503,Rawah,7745
3341,303,13,511,123,4260,185,234,189,1956,Commanche,7201
2981,299,11,390,66,2852,189,236,187,1611,Commanche,7755
3032,122,27,95,-8,603,253,207,62,1765,Rawah,7745
3002,157,13,446,83,1855,234,241,136,2708,Commanche,7756
2972,72,9,313,33,2496,231,222,123,2162,Rawah,7745
3050,49,5,371,7,1624,222,228,141,2766,Rawah,7745
2982,18,15,85,3,2281,207,207,134,2743,Commanche,7756
2648,303,37,190,78,2165,98,195,225,2383,Commanche,4704
2741,176,25,255,59,3532,224,244,137,1866,Commanche,4758
2500,5,13,95,17,210,203,214,148,1682,Cache,2706
3126,65,21,458,80,216,234,193,81,1371,Rawah,7201
2498,323,21,330,83,659,162,213,189,395,Cache,4703
2917,55,13,67,0,3622,228,211,113,1465,Rawah,7101
3439,127,32,330,120,2382,253,201,49,908,Commanche,8776
2857,326,11,216,53,4078,193,228,175,5264,Rawah,7745
3354,180,9,124,-11,4573,224,246,155,4298,Commanche,7202
2698,135,5,540,-17,1055,229,238,143,1572,Rawah,4744
2409,342,35,120,32,774,128,165,162,1033,Commanche,4703
2809,350,7,153,17,4129,208,228,159,5448,Rawah,6101
3198,332,8,569,122,3247,201,230,168,1144,Commanche,7756
2772,32,13,573,81,335,216,210,127,1026,Commanche,4704
3084,183,13,297,54,4897,223,248,156,1782,Rawah,7746
3027,201,13,376,72,5770,214,251,169,2178,Rawah,7745
3278,163,7,994,162,2227,227,242,148,2318,Commanche,7755
2897,28,10,400,28,2092,216,218,137,1703,Commanche,7755
2524,261,15,127,29,1140,183,247,202,967,Cache,2717
2351,138,13,127,16,150,239,235,123,633,Commanche,2705
2964,169,19,313,33,2295,231,244,136,1566,Commanche,4758
2563,68,21,85,25,1434,236,194,80,618,Commanche,4704
2995,230,11,684,82,5783,202,251,184,3524,Rawah,7102
2944,94,7,175,13,3915,231,230,132,1727,Rawah,4744
2932,144,8,285,30,2571,232,239,139,2505,Commanche,7702
2994,351,6,457,9,1800,209,229,159,1224,Commanche,7756
2568,35,21,277,106,1050,213,188,103,1616,Commanche,7757
3377,25,25,180,53,2405,199,178,105,1269,Commanche,8772
2706,126,13,228,53,1818,241,231,116,1113,Commanche,4704
2818,62,14,313,108,391,231,211,110,1500,Rawah,7746
2705,58,4,480,0,866,223,230,143,1566,Rawah,4744
3159,203,4,391,27,6302,218,243,161,1932,Rawah,7745
2962,25,13,573,17,4227,213,212,133,4485,Rawah,7745
2604,60,21,319,35,1167,231,191,83,1240,Commanche,4703
3150,105,29,127,44,1328,254,192,45,2296,Rawah,7746
2761,160,14,95,25,981,233,242,136,509,Commanche,7790
2978,54,11,767,83,1276,226,217,123,1805,Commanche,7757
2695,269,13,30,6,1528,186,244,197,977,Commanche,7202
2887,73,6,30,4,5076,228,228,134,1256,Rawah,7202
2945,104,21,67,19,1614,250,209,77,1572,Commanche,4758
2917,280,11,108,4,5037,191,241,190,1667,Rawah,7202
2582,158,30,573,174,560,236,228,99,1350,Commanche,2705
2739,11,6,510,115,1392,214,228,151,671,Rawah,7202
2906,342,2,351,2,4630,214,235,159,5006,Rawah,7101
3201,194,21,216,34,537,212,252,165,1206,Rawah,7201
2865,114,26,153,38,1034,254,203,60,277,Rawah,7745
3000,68,15,256,57,437,234,209,102,1371,Rawah,7745
2900,94,13,297,95,4612,240,221,109,5050,Rawah,4744
2934,110,24,418,129,437,252,206,68,1440,Rawah,7746
3782,8,18,1008,373,4731,197,203,139,2848,Commanche,8776
2342,309,25,42,0,1189,144,214,207,1054,Cache,4703
3244,292,5,60,11,4677,205,239,172,1116,Rawah,7202
2904,359,19,162,43,708,188,201,148,1745,Commanche,7700
2898,41,5,531,82,3729,220,229,145,3152,Rawah,4744
2676,183,16,424,232,424,222,249,155,849,Commanche,2704
3133,55,15,395,27,2207,228,206,107,1542,Commanche,7756
2995,233,7,485,79,5508,208,247,175,1425,Rawah,7745
2715,69,20,395,219,900,237,197,83,1168,Commanche,4758
2680,52,14,424,5,721,226,208,112,932,Rawah,7745
3173,135,8,67,4,1221,234,237,134,1150,Rawah,7745
3136,51,16,474,20,2078,226,205,108,1084,Commanche,7755
3349,16,21,134,34,2343,198,192,126,1307,Commanche,8772
2978,72,10,0,0,870,232,221,120,2710,Rawah,7745
3258,50,18,300,24,1549,225,199,101,2389,Rawah,8772
3289,210,8,391,62,3896,214,247,169,2406,Rawah,7202
3217,356,8,60,-8,4262,208,226,156,1082,Rawah,7201
3188,113,5,150,13,3463,230,234,138,4592,Rawah,7745
2728,43,18,488,60,3215,221,199,107,2805,Commanche,4703
3190,157,12,134,6,3394,233,242,137,402,Commanche,7201
2968,216,6,150,16,4506,214,246,168,5502,Rawah,7746
2433,24,20,30,8,457,204,192,117,997,Cache,4703
3139,42,14,484,58,1524,222,208,118,3482,Commanche,7757
2732,77,8,30,5,2015,230,226,129,342,Commanche,7757
3209,312,11,741,6,1530,189,232,183,1199,Commanche,7755
3376,152,10,711,170,1221,233,240,138,2075,Commanche,7756
3202,198,7,309,-4,765,218,246,163,2195,Commanche,7202
3420,103,16,0,0,1911,245,217,96,3236,Neota,8703
2716,19,9,240,66,1099,214,222,144,2047,Rawah,4744
2399,304,16,30,7,875,175,230,195,1396,Cache,4703
2526,340,10,335,22,120,200,226,165,1868,Cache,2717
3127,45,5,192,15,4024,221,229,143,1671,Rawah,7202
2883,108,5,90,2,2143,229,234,138,2696,Commanche,7702
2501,350,12,283,18,466,198,220,160,1614,Cache,2717
3340,58,23,313,87,722,230,184,75,977,Neota,7700
2629,31,6,228,7,566,219,228,145,1510,Rawah,7102
2276,326,24,134,80,768,154,205,187,607,Cache,4703
2598,141,9,255,50,1140,234,238,135,376,Rawah,7745
2995,311,14,700,95,6004,181,229,188,6242,Rawah,7745
2709,291,9,60,9,1790,194,239,184,674,Commanche,7755
3054,63,11,108,3,1650,230,218,120,953,Commanche,7755
3094,348,15,295,49,4705,190,214,161,830,Rawah,7745
3260,309,3,845,129,2047,210,237,165,2215,Commanche,7755
2477,264,11,90,17,808,192,245,192,603,Cache,4703
2787,344,20,268,74,1745,175,204,165,1073,Commanche,4704
3254,64,13,153,-10,3547,232,212,110,3572,Rawah,8771
3245,114,8,228,-10,2904,233,233,131,882,Rawah,7202
3064,60,23,210,-18,720,231,186,76,966,Rawah,7745
2906,110,6,175,-5,671,230,234,138,1950,Rawah,7201
2994,60,27,277,105,2043,229,174,60,1717,Commanche,7757
2758,353,18,60,9,1243,187,206,155,2448,Commanche,7757
2245,329,22,67,-20,859,160,207,183,404,Cache,4703
2338,328,4,331,-36,60,209,234,164,633,Cache,2703
3018,284,4,190,21,2620,209,240,169,847,Commanche,7756
2743,8,15,30,6,2424,202,209,143,4102,Rawah,7202
3345,276,11,210,0,5275,191,242,191,930,Rawah,8772
3263,335,14,400,37,5467,188,221,172,1637,Rawah,7201
2914,104,22,722,281,2524,251,205,71,1797,Commanche,4703
3309,141,6,457,54,1218,229,238,143,1878,Rawah,7201
3217,348,14,752,155,301,193,216,161,2017,Commanche,7757
3304,34,28,234,80,1889,203,166,84,2186,Rawah,8772
2850,331,14,277,55,1790,185,221,175,1608,Commanche,4758
3265,48,14,458,73,900,224,208,115,2138,Rawah,8772
2976,243,12,85,7,2037,197,249,190,1233,Commanche,7202
2982,42,26,30,0,5104,213,172,80,2809,Rawah,7745
2847,288,25,90,39,5189,141,228,223,4650,Rawah,7700
2795,92,13,30,-4,1945,240,219,107,1535,Commanche,7757
2959,98,14,42,10,6047,242,220,105,3738,Rawah,7700
2595,299,23,60,37,842,151,225,212,6360,Rawah,7745
2978,104,19,808,312,2539,249,212,83,1667,Commanche,4703
2598,2,28,90,22,1764,168,174,133,1348,Commanche,4703
3038,275,22,636,228,1922,155,239,220,781,Commanche,4758
3106,12,20,150,39,4383,195,195,132,2906,Rawah,7745
2730,110,10,277,40,2531,237,230,123,5011,Rawah,4744
3033,12,6,514,-6,3150,214,228,151,1080,Commanche,7756
2804,296,26,342,156,1167,137,221,220,1471,Commanche,7710
3049,312,12,60,3,3623,188,231,183,983,Commanche,7201
3008,225,2,1019,122,5773,216,241,162,5863,Rawah,7745
2619,95,11,30,4,1450,238,223,114,2490,Rawah,7746
3235,176,7,182,20,899,224,244,154,1142,Neota,8776
3202,292,4,258,16,5955,207,239,170,1774,Rawah,7201
3041,51,6,335,55,3045,223,227,139,459,Commanche,7756
2932,11,9,631,160,642,211,222,148,1200,Commanche,7756
2791,128,22,390,145,2295,250,221,88,2188,Commanche,2705
3201,197,13,335,24,2489,216,251,166,1006,Rawah,7201
2997,279,5,484,-37,1652,207,240,172,1719,Commanche,7755
2992,356,7,295,27,966,209,228,157,2137,Rawah,7745
3655,6,18,1106,300,5158,195,203,142,3663,Commanche,8776
3088,149,13,153,-19,543,237,239,129,1777,Rawah,7201
2389,69,17,175,61,339,236,204,94,693,Commanche,4703
2551,348,15,42,11,810,190,214,161,360,Rawah,7745
3285,341,9,469,104,2652,201,226,165,2353,Commanche,7700
3116,321,12,319,-30,2613,189,228,179,510,Commanche,7202
3118,112,4,60,-1,175,227,235,142,5279,Neota,7202
2907,90,3,366,63,3882,225,234,145,3384,Rawah,4744
2947,83,4,85,5,1839,225,233,143,2461,Commanche,7101
3139,30,9,216,41,1994,218,220,138,1705,Rawah,7745
3087,72,2,277,30,3036,221,235,151,1530,Commanche,7756
2192,3,29,67,25,451,168,172,131,485,Cache,4703
3173,90,11,270,2,4838,237,222,114,2251,Rawah,7745
3319,230,15,488,-12,1570,196,252,191,4045,Neota,7757
2375,32,17,309,43,488,214,200,117,1237,Cache,4703
3288,146,2,648,104,607,221,238,153,1310,Neota,7202
3146,257,17,391,80,5875,178,248,207,2087,Rawah,7746
3014,123,13,459,-6,1121,242,230,114,1390,Commanche,7756
2788,70,14,67,-4,3339,235,212,106,1664,Commanche,4703
3057,87,5,685,85,2420,227,231,138,2324,Commanche,7756
2908,267,36,865,522,942,109,228,244,2018,Commanche,7710
3249,57,13,300,45,1040,228,213,116,845,Neota,7756
3033,60,14,30,-4,3420,230,209,108,1392,Commanche,7202
2929,32,6,0,0,4109,219,227,145,5044,Rawah,7102
3224,32,10,268,29,1486,218,218,134,1087,Commanche,8772
2504,317,15,306,76,361,178,225,186,1804,Cache,4703
3059,323,5,30,3,3691,208,235,166,601,Rawah,7101
3021,35,8,190,14,1034,219,223,139,2448,Rawah,7745
3182,169,10,272,41,2342,228,244,148,1506,Commanche,7756
2888,141,13,30,4,3479,238,236,125,1945,Rawah,4744
3377,64,6,30,-1,2610,226,228,136,1299,Commanche,8772
2893,345,15,30,1,3790,189,215,164,2695,Rawah,7202
2772,103,13,67,13,815,242,222,108,2213,Commanche,4704
3298,46,18,67,16,1907,223,198,103,2726,Rawah,8772
3216,354,17,277,39,4241,190,209,155,1082,Commanche,7700
3041,201,13,900,155,5675,214,251,169,5475,Rawah,7746
3317,300,8,240,37,1560,198,237,179,1643,Commanche,7756
3091,320,11,60,7,3642,191,229,178,2077,Rawah,7202
3295,112,19,420,10,1513,249,217,89,2073,Rawah,8771
2796,140,4,351,72,3036,226,238,147,2601,Rawah,4744
3151,42,14,212,37,5267,222,209,120,2818,Rawah,7201
2889,101,26,212,65,503,252,196,56,516,Commanche,7757
2887,68,11,120,10,551,232,218,117,1742,Rawah,7745
2488,331,28,60,34,1026,143,193,182,1601,Commanche,4703
3019,3,10,484,176,1997,207,221,152,2949,Commanche,7756
2660,22,16,242,84,607,208,205,130,1969,Rawah,7745
2876,90,10,162,12,2946,236,224,118,2632,Rawah,4744
2933,287,12,339,125,1707,186,239,193,1159,Commanche,7755
2877,97,26,350,205,1339,251,193,54,997,Commanche,7756
3304,333,27,162,83,1794,146,193,180,2580,Commanche,7757
3045,11,6,60,-1,3640,214,228,151,1846,Rawah,7745
3467,336,31,339,175,1230,138,182,174,1666,Neota,8772
3022,112,11,446,59,469,239,228,118,1463,Rawah,7202
3349,169,1,1034,268,1355,220,239,156,3021,Commanche,7755
3211,90,1,153,27,30,221,236,151,1745,Neota,7202
2958,342,10,85,4,4199,198,224,165,2269,Rawah,7745
2972,151,12,277,-12,3883,235,240,134,5649,Rawah,7745
3034,214,5,30,4,3027,215,245,167,932,Commanche,7202
2898,249,23,190,87,1426,165,249,218,408,Commanche,4758
2838,240,33,240,129,2366,140,245,227,830,Commanche,4758
3069,72,12,330,38,4817,234,216,112,1072,Rawah,7745
3349,113,15,150,20,828,245,223,103,4014,Neota,7756
3188,341,22,430,49,2215,167,200,168,313,Commanche,7757
3031,109,9,350,161,5343,236,230,124,1356,Rawah,7745
2220,70,6,0,0,604,227,228,135,1729,Cache,2705
2740,34,13,30,12,1155,218,212,128,2322,Commanche,7102
2778,78,9,60,-5,2164,232,223,123,1248,Rawah,4744
3036,43,8,384,106,2239,222,222,136,2230,Commanche,7756
3191,125,10,342,51,636,237,233,126,2440,Rawah,7201
2957,260,12,162,14,5610,190,247,195,2042,Rawah,7202
3037,111,23,190,45,3115,252,208,70,953,Commanche,7757
2664,337,22,309,55,1611,168,205,173,4279,Rawah,7745
2540,214,31,216,120,1543,175,251,194,713,Commanche,2705
3042,329,10,60,16,4572,196,228,172,553,Rawah,7745
2766,128,8,180,7,1969,234,235,133,875,Rawah,4744
2096,228,33,30,12,1106,156,249,213,366,Cache,2702
3093,81,17,124,29,3153,241,207,90,3104,Rawah,7746
2962,350,13,216,20,3492,195,217,160,6507,Rawah,7745
3263,101,4,108,4,6244,226,234,144,218,Rawah,7201
2929,216,20,408,43,1570,196,254,188,1624,Commanche,7757
3135,24,10,190,7,2483,215,218,140,1371,Rawah,7745
3369,354,12,630,141,2041,200,219,157,1153,Commanche,7755
3085,157,18,437,76,2525,237,239,125,2943,Commanche,7757
3047,126,6,417,14,1570,231,236,138,2769,Rawah,7745
3178,351,9,365,41,1950,205,226,159,713,Commanche,7202
3026,106,11,417,63,443,239,227,117,1385,Rawah,7202
3189,250,7,150,0,3403,205,245,179,1448,Commanche,7756
3195,124,5,351,20,4222,229,236,141,2908,Rawah,7202
3068,109,14,0,0,810,243,224,108,1992,Rawah,7745
3207,130,8,324,26,5618,233,236,135,2590,Rawah,7745
3228,266,9,228,30,3046,197,244,187,1062,Commanche,7755
3332,77,17,153,47,1756,239,206,91,1863,Rawah,8772
3028,31,6,30,2,3018,219,228,145,1422,Rawah,7202
3117,51,12,170,43,5206,226,213,119,2998,Rawah,7201
2892,272,12,182,94,1939,189,243,194,953,Commanche,7755
3384,343,19,450,40,5188,178,207,166,3243,Commanche,8771
2769,82,7,228,12,2955,230,228,132,2366,Rawah,4744
2829,315,13,247,6,3091,184,229,184,2837,Rawah,4744
2936,333,3,108,-2,1440,212,235,161,331,Commanche,7202
2605,347,23,361,105,1036,170,196,160,1071,Commanche,4703
2361,54,33,67,46,402,218,149,40,576,Cache,4703
3183,268,5,242,7,4905,206,242,175,2423,Rawah,7202
3044,34,12,301,11,1809,218,214,130,1261,Commanche,7755
3196,30,12,300,0,2703,216,214,132,1142,Commanche,7201
3439,21,14,446,193,1036,209,208,133,1509,Neota,8776
3303,285,11,210,51,4621,188,240,192,858,Commanche,7756
3096,81,9,180,-1,2223,233,224,123,2295,Commanche,7756
3068,118,24,426,142,2123,253,210,70,1678,Commanche,4758
3221,353,12,277,72,691,199,218,157,1814,Neota,8772
3060,355,15,67,16,3358,193,211,155,2911,Rawah,7746
2986,37,18,569,105,1740,216,196,109,3025,Commanche,7757
3151,131,9,335,18,5444,235,235,131,1788,Rawah,7745
2749,38,9,190,16,2524,221,221,135,5586,Rawah,4744
3154,253,7,90,14,5629,204,245,179,2310,Rawah,7201
2690,17,15,323,56,379,206,207,135,408,Commanche,4704
3097,56,17,1167,228,2790,229,202,100,1412,Commanche,7756
2554,306,16,150,46,234,174,229,195,834,Cache,4703
3293,355,10,85,11,1421,204,222,157,799,Rawah,8771
2672,329,18,60,15,2014,173,215,180,5038,Rawah,4744
2522,115,11,0,0,1471,239,230,120,4468,Rawah,6731
2928,42,11,150,-2,726,222,215,127,1476,Commanche,7756
3055,34,2,270,-8,957,219,235,153,870,Rawah,7745
3014,95,15,108,26,390,242,217,100,1358,Commanche,7756
3199,307,18,283,86,1208,168,227,198,2131,Rawah,7745
2732,212,31,108,41,1114,176,250,191,1756,Commanche,2705
3046,63,2,0,0,3194,221,234,150,579,Rawah,7101
3264,330,11,90,20,3336,193,226,172,2125,Rawah,7745
3245,49,9,212,-1,1655,224,220,130,1050,Commanche,8772
3109,26,19,616,131,4094,208,195,117,2482,Rawah,7746
2642,221,11,67,-4,351,207,250,179,518,Commanche,7790
2928,76,6,180,-4,983,228,229,136,2282,Rawah,7202
2992,19,21,108,22,1861,200,192,123,3776,Rawah,7745
2956,78,15,309,39,5164,238,211,99,2644,Rawah,7201
3064,32,13,589,142,4541,216,210,127,3596,Rawah,7745
2642,141,7,469,112,642,230,238,141,1425,Commanche,2703
3284,323,17,488,77,4436,176,221,184,1063,Commanche,8772
3271,190,18,618,1,3883,217,251,160,1348,Commanche,7757
3031,81,29,426,164,6375,244,175,40,3906,Rawah,7745
2822,76,7,360,24,663,229,227,131,306,Rawah,7745
3232,26,13,330,16,2738,213,211,131,1190,Commanche,7201
3314,82,21,323,111,4714,244,199,76,306,Rawah,7201
2301,319,29,342,-104,938,135,200,199,1328,Cache,4703
2897,199,17,60,16,5162,211,253,170,1123,Rawah,7746
3152,41,10,466,71,1485,221,218,131,3479,Commanche,7757
3255,224,13,837,120,663,203,252,184,2787,Commanche,7756
2014,37,38,60,40,182,190,131,47,485,Cache,4703
2938,39,3,234,0,1480,220,232,149,285,Commanche,7202
2269,5,32,134,41,577,161,160,121,514,Cache,4703
3245,67,27,190,2,2163,235,175,54,4480,Neota,7757
2703,356,21,95,35,1177,181,197,150,3144,Rawah,7746
2786,254,16,42,7,2188,181,249,204,876,Commanche,7755
2577,320,32,404,193,666,124,192,200,1123,Cache,4703
3390,331,37,242,118,1061,113,169,182,1556,Neota,8772
2836,25,7,30,6,1170,217,225,145,1413,Commanche,7202
3248,320,22,190,53,4328,156,212,193,2373,Commanche,7756
2208,326,21,67,26,1419,164,212,185,624,Cache,4703
2978,35,19,242,52,5006,215,196,111,3074,Rawah,7745
3175,40,8,300,39,2683,221,223,137,1911,Rawah,7202
2830,152,20,277,77,3267,240,236,117,2951,Rawah,4744
3199,84,12,150,37,5220,237,220,113,1215,Rawah,7745
3298,29,6,30,-5,4618,218,227,145,3975,Commanche,7202
2802,216,29,42,18,2468,177,252,195,485,Commanche,4758
2980,135,3,270,7,2584,224,238,149,2021,Rawah,7745
3078,126,18,255,64,3214,247,225,99,2032,Commanche,7757
3415,110,18,247,18,2268,248,217,91,3589,Rawah,8771
3043,121,16,402,29,3675,246,225,103,4863,Rawah,7745
2394,46,26,60,13,633,218,174,76,618,Commanche,4703
2472,140,23,306,97,283,247,226,95,1129,Commanche,2705
3014,162,9,693,104,2156,229,243,145,2420,Commanche,7756
2945,1,28,216,57,1734,168,174,134,1092,Rawah,7746
2558,117,7,0,0,1172,233,233,132,600,Rawah,6101
3308,213,15,127,1,3565,206,253,180,1760,Commanche,7756
2876,73,7,283,64,2490,229,226,131,2016,Rawah,4744
2917,249,23,0,0,2588,164,249,218,1415,Commanche,4758
2753,43,11,446,5,1640,222,215,126,2081,Rawah,7746
2930,50,20,162,45,1477,225,194,95,1134,Commanche,7755
2844,14,12,424,92,2431,209,216,143,1655,Commanche,7757
